EstablecimientoCodigo,EstablecimientoGlosa,RegionCodigo,RegionGlosa,ComunaCodigo,ComunaGlosa,ServicioSaludCodigo,ServicioSaludGlosa,TipoEstablecimiento,DependenciaAdministrativa,NivelAtencion,TipoUrgencia,Latitud,Longitud,NivelComplejidad,Anio,SemanaEstadistica,OrdenCausa,Causa,NumTotal,NumMenor1Anio,Num1a4Anios,Num5a14Anios,Num15a64Anios,Num65oMas,FechaAtencionTexto,SexoPaciente,PrioridadTriage,CostoAtencionCLP,FechaAtencion,anio_fecha,mes_fecha,dia_semana
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,4,1,influenza y neumonia,150,4,24,21,67,34,23.01.23,m,c3,111485.0,,,,
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,4,2,infeccion respiratoria aguda alta,129,8,16,23,66,16,23-01-2023,f,c4,138107.0,2023-01-23,2023.0,1.0,monday
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,4,3,bronquitis/bronquiolitis aguda,184,56,49,31,43,5,2023/01/23,f,c3,110217.0,,,,
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,4,4,crisis asmática,122,7,17,26,54,18,2023/01/23,m,c2,116048.0,,,,
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,4,5,insuficiencia respiratoria aguda,116,6,10,5,40,55,2023/01/23,m,c1,92253.0,,,,
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,4,6,covid-19 sospecha/confirmada,159,12,23,27,77,20,23-01-2023,f,c5,60570.0,2023-01-23,2023.0,1.0,monday
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2023,4,1,influenza y neumonia,92,5,10,18,39,20,2023/01/23,f,c1,112410.0,,,,
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2023,4,2,infeccion respiratoria aguda alta,99,6,15,19,46,13,23.01.23,f,c4,76565.0,,,,
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2023,4,3,bronquitis/bronquiolitis aguda,247,83,56,53,46,9,2023/01/23,m,c1,128958.0,,,,
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2023,4,4,crisis asmática,55,5,6,17,22,5,2023/01/23,m,c3,108733.0,,,,
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2023,4,5,insuficiencia respiratoria aguda,97,4,2,5,41,45,23-01-2023,f,c5,93436.0,2023-01-23,2023.0,1.0,monday
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2023,4,6,covid-19 sospecha/confirmada,130,12,11,25,59,23,23.01.23,m,c2,74356.0,,,,
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2023,4,1,influenza y neumonia,26,3,0,4,12,7,23-01-2023,f,c2,104881.0,2023-01-23,2023.0,1.0,monday
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2023,4,2,infeccion respiratoria aguda alta,57,3,6,9,26,13,23.01.23,f,c3,68548.0,,,,
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2023,4,3,bronquitis/bronquiolitis aguda,83,23,22,19,17,2,2023/01/23,f,c5,94563.0,,,,
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2023,4,4,crisis asmática,133,8,17,31,60,17,23-01-2023,f,c3,73955.0,2023-01-23,2023.0,1.0,monday
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2023,4,5,insuficiencia respiratoria aguda,65,2,3,4,26,30,2023/01/23,f,c5,98546.0,,,,
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2023,4,6,covid-19 sospecha/confirmada,93,9,15,13,45,11,2023/01/23,f,c3,54110.0,,,,
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,4,1,influenza y neumonia,169,12,11,23,71,52,2023/01/23,m,c3,82169.0,,,,
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,4,2,infeccion respiratoria aguda alta,73,4,9,20,31,9,23.01.23,m,c4,57910.0,,,,
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,4,3,bronquitis/bronquiolitis aguda,138,34,37,26,30,11,23.01.23,f,c3,99755.0,,,,
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,servicio de salud,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,4,4,crisis asmática,61,3,8,10,32,8,23-01-2023,f,c4,147338.0,2023-01-23,2023.0,1.0,monday
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,4,5,insuficiencia respiratoria aguda,109,9,4,8,33,55,23.01.23,m,c4,89698.0,,,,
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,4,6,covid-19 sospecha/confirmada,187,16,20,38,84,29,23-01-2023,f,c3,36787.0,2023-01-23,2023.0,1.0,monday
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,4,1,influenza y neumonia,50,4,5,6,22,13,2023/01/23,f,c4,120896.0,,,,
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,4,2,infeccion respiratoria aguda alta,133,6,15,21,66,25,06-05-2024,f,c2,85900.0,,,,
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,4,3,bronquitis/bronquiolitis aguda,73,21,12,13,21,6,2023/01/23,m,c4,50604.0,,,,
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,4,4,crisis asmática,148,7,18,44,65,14,23.01.23,m,c3,96325.0,,,,
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,4,5,insuficiencia respiratoria aguda,133,2,6,7,49,69,23-01-2023,m,c5,95465.0,2023-01-23,2023.0,1.0,monday
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,4,6,covid-19 sospecha/confirmada,167,12,24,32,77,22,2023/01/23,m,c3,86205.0,,,,
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,5,1,influenza y neumonia,72,8,4,14,28,18,30-01-2023,f,c3,70259.0,2023-01-30,2023.0,1.0,monday
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,5,2,infeccion respiratoria aguda alta,151,15,21,26,70,19,2023/01/30,m,c3,120399.0,,,,
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,5,3,bronquitis/bronquiolitis aguda,243,82,63,37,43,18,30-01-2023,f,c3,49342.0,2023-01-30,2023.0,1.0,monday
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,5,4,crisis asmática,202,7,24,56,95,20,2023/01/30,m,c4,102518.0,,,,
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.4372,-70.3126,alta complejidad,2023,5,5,insuficiencia respiratoria aguda,74,0,5,3,28,38,2023/01/30,f,c2,93059.0,,,,
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,5,6,covid-19 sospecha/confirmada,96,7,13,22,43,11,30.01.23,f,c2,91041.0,,,,
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2023,5,1,influenza y neumonia,207,14,24,26,90,53,2023/01/30,m,c4,73425.0,,,,
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2023,5,2,infeccion respiratoria aguda alta,95,3,9,23,50,10,2023/01/30,f,c5,87527.0,,,,
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2023,5,3,bronquitis/bronquiolitis aguda,103,39,24,21,16,3,2023/01/30,m,c4,94335.0,,,,
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2023,5,4,crisis asmática,138,7,14,35,64,18,30-01-2023,m,c4,144064.0,2023-01-30,2023.0,1.0,monday
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2023,5,5,insuficiencia respiratoria aguda,164,4,8,7,55,90,30-01-2023,f,c4,35560.0,2023-01-30,2023.0,1.0,monday
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2023,5,6,covid-19 sospecha/confirmada,142,11,16,25,64,26,30-01-2023,f,c3,97847.0,2023-01-30,2023.0,1.0,monday
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2023,5,1,influenza y neumonia,162,14,15,17,62,54,30-01-2023,f,c4,132316.0,2023-01-30,2023.0,1.0,monday
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2023,5,2,infeccion respiratoria aguda alta,88,3,17,19,36,13,30.01.23,f,c4,147258.0,,,,
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2023,5,3,bronquitis/bronquiolitis aguda,148,53,30,35,21,9,30.01.23,m,c3,83851.0,,,,
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2023,5,4,crisis asmática,89,1,12,39,30,7,30-01-2023,m,c2,103699.0,2023-01-30,2023.0,1.0,monday
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2023,5,5,insuficiencia respiratoria aguda,111,6,9,12,24,60,30.01.23,f,c5,31677.0,,,,
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2023,5,6,covid-19 sospecha/confirmada,173,6,22,40,85,20,2023/01/30,f,c3,115179.0,,,,
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,5,1,influenza y neumonia,65,5,7,11,26,16,30-01-2023,f,c2,110088.0,2023-01-30,2023.0,1.0,monday
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,5,2,infeccion respiratoria aguda alta,60,4,10,11,27,8,30.01.23,m,c4,104522.0,,,,
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,5,3,bronquitis/bronquiolitis aguda,87,30,31,9,13,4,2023/01/30,f,c4,91595.0,,,,
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,5,4,crisis asmática,96,5,12,31,33,15,2023/01/30,f,c4,38449.0,,,,
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,5,5,insuficiencia respiratoria aguda,42,1,2,0,16,23,30-01-2023,f,c4,90868.0,2023-01-30,2023.0,1.0,monday
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,5,6,covid-19 sospecha/confirmada,179,11,19,42,90,17,2023/01/30,m,c3,109958.0,,,,
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,5,1,influenza y neumonia,159,9,23,25,65,37,30.01.23,f,c4,93192.0,,,,
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,5,2,infeccion respiratoria aguda alta,84,9,14,15,34,12,2023/01/30,m,c3,139749.0,,,,
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,5,3,bronquitis/bronquiolitis aguda,128,25,23,30,45,5,30-01-2023,m,c3,124773.0,2023-01-30,2023.0,1.0,monday
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,5,4,crisis asmática,41,3,6,12,18,2,2023/01/30,f,c4,97511.0,,,,
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,5,5,insuficiencia respiratoria aguda,51,2,3,2,21,23,2023/01/30,f,c4,144125.0,,,,
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,5,6,covid-19 sospecha/confirmada,61,3,8,13,27,10,30.01.23,m,c3,119705.0,,,,
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,6,1,influenza y neumonia,180,12,18,18,75,57,06.02.23,f,c2,72908.0,,,,
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,6,2,infeccion respiratoria aguda alta,85,10,11,14,40,10,2023/02/06,f,c4,138802.0,,,,
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,6,3,bronquitis/bronquiolitis aguda,115,30,29,17,29,10,06.02.23,f,c4,103886.0,,,,
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,6,4,crisis asmática,85,7,10,28,32,8,06.02.23,f,c4,68710.0,,,,
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,6,5,insuficiencia respiratoria aguda,98,2,6,9,26,55,06-02-2023,m,c3,99954.0,2023-02-06,2023.0,2.0,monday
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,6,6,covid-19 sospecha/confirmada,226,13,35,40,107,31,06.02.23,m,c2,108823.0,,,,
